id,x,y
176,37433.3,13550
177,37433.3,13600
178,37433.3,14066.7
179,37433.3,14516.7
180,37433.3,14633.3
181,37450,13466.7
182,37450,13816.7
183,37450,13883.3
184,37450,14683.3
185,37450,14700
186,37466.7,13383.3
187,37466.7,13533.3
188,37466.7,13733.3
189,37466.7,13783.3
190,37466.7,14466.7
191,37466.7,14533.3
192,37466.7,14833.3
193,37483.3,13866.7
194,37483.3,13983.3
195,37483.3,14066.7
196,37483.3,14466.7
197,37483.3,14650
198,37500,13266.7
199,37500,13666.7
200,37500,13716.7
201,37500,14383.3
202,37500,14616.7
203,37500,14633.3
204,37500,14800
205,37500,14900
206,37500,15100
207,37516.7,13050
208,37516.7,13283.3
209,37516.7,13433.3
210,37516.7,13533.3
211,37516.7,13733.3
212,37516.7,14033.3
213,37516.7,14133.3
214,37516.7,14966.7
215,37516.7,15000
216,37516.7,15066.7
217,37533.3,13650
218,37533.3,13833.3
219,37533.3,14583.3
220,37550,14583.3
221,37550,14616.7
222,37550,15066.7
223,37550,15133.3
224,37566.7,12650
225,37566.7,12900
226,37566.7,13216.7
227,37566.7,13450
228,37566.7,13700
229,37566.7,14266.7
230,37566.7,14383.3
231,37566.7,14683.3
232,37566.7,14750
233,37566.7,14900
234,37566.7,15050
235,37566.7,15100
236,37566.7,15166.7
237,37583.3,12833.3
238,37583.3,13283.3
239,37583.3,13300
240,37583.3,13750
241,37583.3,14033.3
242,37583.3,14166.7
243,37583.3,14266.7
244,37583.3,14650
245,37583.3,14850
246,37583.3,14966.7
247,37583.3,15116.7
248,37583.3,15183.3
249,37600,12966.7
250,37600,13283.3
251,37600,13833.3
252,37600,13916.7
253,37600,14466.7
254,37600,14616.7
255,37600,15083.3
256,37600,15116.7
257,37600,15133.3
258,37616.7,13250
259,37616.7,13433.3
260,37616.7,13483.3
261,37616.7,14000
262,37616.7,14016.7
263,37616.7,14350
264,37616.7,14416.7
265,37616.7,14583.3
266,37616.7,14733.3
267,37616.7,14883.3
268,37616.7,15016.7
269,37616.7,15083.3
270,37616.7,15116.7
271,37616.7,15166.7
272,37633.3,12750
273,37633.3,13000
274,37633.3,13633.3
275,37633.3,13650
276,37633.3,14183.3
277,37633.3,14383.3
278,37633.3,14866.7
279,37633.3,15066.7
280,37650,12583.3
281,37650,13116.7
282,37650,13183.3
283,37650,13833.3
284,37650,14450
285,37650,14516.7
286,37650,14633.3
287,37650,15100
288,37650,15183.3
289,37650,15200
290,37666.7,13233.3
291,37666.7,13983.3
292,37666.7,14683.3
293,37666.7,14833.3
294,37666.7,15133.3
295,37683.3,12483.3
296,37683.3,12783.3
297,37683.3,13016.7
298,37683.3,13266.7
299,37683.3,13383.3
300,37683.3,13466.7
301,37683.3,13600
302,37683.3,13833.3
303,37683.3,14033.3
304,37683.3,14250
305,37683.3,14733.3
306,37683.3,14950
307,37683.3,15100
308,37683.3,15133.3
309,37700,12483.3
310,37700,12500
311,37700,12566.7
312,37700,12966.7
313,37700,13250
314,37700,13716.7
315,37700,14116.7
316,37716.7,12483.3
317,37716.7,12533.3
318,37716.7,12633.3
319,37716.7,12883.3
320,37716.7,13433.3
321,37716.7,14166.7
322,37716.7,14533.3
323,37716.7,14716.7
324,37716.7,15183.3
325,37716.7,15233.3
326,37733.3,12516.7
327,37733.3,13183.3
328,37733.3,13700
329,37733.3,14066.7
330,37733.3,14083.3
331,37733.3,14100
332,37733.3,15100
333,37733.3,15116.7
334,37733.3,15133.3
335,37733.3,15200
336,37750,12500
337,37750,12516.7
338,37750,12583.3
339,37750,13266.7
340,37750,13600
341,37750,13816.7
342,37750,14400
343,37750,15133.3
344,37750,15200
345,37766.7,12550
346,37766.7,12666.7
347,37766.7,12883.3
348,37766.7,14083.3
349,37766.7,14116.7
350,37766.7,14350
351,37766.7,14633.3
352,37766.7,15183.3
353,37766.7,15200
354,37783.3,12483.3
355,37783.3,12533.3
356,37783.3,12700
357,37783.3,12966.7
358,37783.3,13000
359,37783.3,13016.7
360,37783.3,13716.7
361,37783.3,14033.3
362,37783.3,14100
363,37783.3,14116.7
364,37783.3,14600
365,37783.3,14716.7
366,37783.3,14766.7
367,37783.3,14833.3
368,37783.3,15200
369,37800,12433.3
370,37800,12483.3
371,37800,12516.7
372,37800,12533.3
373,37800,12816.7
374,37800,13650
375,37800,14033.3
376,37800,14083.3
377,37800,14200
378,37800,14666.7
379,37800,14800
380,37800,14883.3
381,37800,15133.3
382,37800,15200
383,37816.7,12466.7
384,37816.7,12483.3
385,37816.7,12500
386,37816.7,12533.3
387,37816.7,12550
388,37816.7,12600
389,37816.7,12666.7
390,37816.7,12750
391,37816.7,12800
392,37816.7,13300
393,37816.7,13566.7
394,37816.7,13633.3
395,37816.7,13850
396,37816.7,13883.3
397,37816.7,14000
398,37816.7,14500
399,37816.7,14700
400,37816.7,14716.7
401,37816.7,14866.7
402,37816.7,15233.3
403,37833.3,12516.7
404,37833.3,12766.7
405,37833.3,13150
406,37833.3,13483.3
407,37833.3,13716.7
408,37833.3,14550
409,37833.3,14600
410,37833.3,14716.7
411,37833.3,15133.3
412,37833.3,15283.3
413,37850,12466.7
414,37850,12500
415,37850,12516.7
416,37850,12533.3
417,37850,13766.7
418,37850,13900
419,37850,14150
420,37850,14483.3
421,37850,14566.7
422,37850,14700
423,37850,14783.3
424,37850,15216.7
425,37850,15283.3
426,37866.7,12466.7
427,37866.7,12483.3
428,37866.7,12516.7
429,37866.7,12666.7
430,37866.7,12816.7
431,37866.7,13466.7
432,37866.7,13633.3
433,37866.7,13783.3
434,37866.7,14183.3
435,37866.7,14933.3
436,37866.7,15033.3
437,37883.3,12466.7
438,37883.3,12483.3
439,37883.3,12600
440,37883.3,12950
441,37883.3,13150
442,37883.3,13366.7
443,37883.3,14316.7
444,37883.3,14666.7
445,37883.3,14833.3
446,37883.3,14950
447,37883.3,15116.7
448,37883.3,15316.7
449,37900,12350
450,37900,12650
451,37900,13100
452,37900,13366.7
453,37900,13433.3
454,37900,13466.7
455,37900,13483.3
456,37900,13566.7
457,37900,13816.7
458,37900,15050
459,37900,15133.3
460,37900,15300
461,37916.7,12300
462,37916.7,12516.7
463,37916.7,12866.7
464,37916.7,13066.7
465,37916.7,13133.3
466,37916.7,13533.3
467,37916.7,13566.7
468,37916.7,13750
469,37916.7,13933.3
470,37916.7,14183.3
471,37916.7,14966.7
472,37916.7,15066.7
473,37916.7,15266.7
474,37916.7,15333.3
475,37916.7,15350
476,37916.7,15750
477,37916.7,15783.3
478,37916.7,15983.3
479,37933.3,12333.3
480,37933.3,12500
481,37933.3,12533.3
482,37933.3,12683.3
483,37933.3,12733.3
484,37933.3,12966.7
485,37933.3,13666.7
486,37933.3,14000
487,37933.3,14083.3
488,37933.3,14366.7
489,37933.3,14950
490,37933.3,15000
491,37933.3,15766.7
492,37933.3,15800
493,37933.3,15850
494,37933.3,15916.7
495,37933.3,15983.3
496,37933.3,16050
497,37950,12516.7
498,37950,12683.3
499,37950,12700
500,37950,13083.3
501,37950,13416.7
502,37950,14466.7
503,37950,15100
504,37950,15316.7
505,37950,15350
506,37950,15366.7
507,37950,15383.3
508,37950,15700
509,37950,15766.7
510,37950,15933.3
511,37950,16066.7
512,37966.7,12066.7
513,37966.7,12650
514,37966.7,12683.3
515,37966.7,12800
516,37966.7,13166.7
517,37966.7,13183.3
518,37966.7,13450
519,37966.7,13966.7
520,37966.7,14283.3
521,37966.7,14333.3
522,37966.7,14750
523,37966.7,15183.3
524,37966.7,15250
525,37966.7,15266.7
526,37966.7,15283.3
527,37966.7,15400
528,37966.7,15666.7
529,37966.7,15683.3
530,37966.7,15800
531,37966.7,15900
532,37966.7,15983.3
533,37966.7,16016.7
534,37966.7,16083.3
535,37966.7,16100
536,37983.3,12333.3
537,37983.3,12550
538,37983.3,12633.3
539,37983.3,12700
540,37983.3,12966.7
541,37983.3,13333.3
542,37983.3,13650
543,37983.3,13700
544,37983.3,13883.3
545,37983.3,14016.7
546,37983.3,14150
547,37983.3,14233.3
548,37983.3,14916.7
549,37983.3,15150
550,37983.3,15233.3
551,37983.3,15266.7
552,37983.3,15283.3
553,37983.3,15316.7
554,37983.3,15333.3
555,37983.3,15366.7
556,37983.3,15416.7
557,37983.3,15650
558,37983.3,15666.7
559,37983.3,15733.3
560,37983.3,15750
561,37983.3,15800
562,37983.3,15816.7
563,37983.3,15866.7
564,37983.3,16100
565,38000,12733.3
566,38000,13283.3
567,38000,13933.3
568,38000,15100
569,38000,15316.7
570,38000,15433.3
571,38000,15700
572,38000,15866.7
573,38000,15933.3
574,38000,16033.3
575,38016.7,12483.3
576,38016.7,12650
577,38016.7,12733.3
578,38016.7,12883.3
579,38016.7,13083.3
580,38016.7,13583.3
581,38016.7,14100
582,38016.7,14166.7
583,38016.7,14183.3
584,38016.7,14216.7
585,38016.7,14250
586,38016.7,14350
587,38016.7,14433.3
588,38016.7,14600
589,38016.7,14666.7
590,38016.7,14700
591,38016.7,14750
592,38016.7,15000
593,38016.7,15100
594,38016.7,15133.3
595,38016.7,15183.3
596,38016.7,15650
597,38016.7,15666.7
598,38016.7,15766.7
599,38016.7,15783.3
600,38016.7,15816.7
601,38016.7,15833.3
602,38016.7,15966.7
603,38016.7,16050
604,38016.7,16083.3
605,38033.3,12583.3
606,38033.3,12616.7
607,38033.3,12666.7
608,38033.3,12783.3
609,38033.3,13383.3
610,38033.3,13450
611,38033.3,13533.3
612,38033.3,14016.7
613,38033.3,14466.7
614,38033.3,14633.3
615,38033.3,14766.7
616,38033.3,14816.7
617,38033.3,15150
618,38033.3,15383.3
619,38033.3,15416.7
620,38033.3,15900
621,38033.3,15983.3
622,38033.3,16033.3
623,38033.3,16083.3
624,38033.3,16133.3
625,38050,12633.3
626,38050,12666.7
627,38050,12683.3
628,38050,13000
629,38050,13116.7
630,38050,13133.3
631,38050,13233.3
632,38050,13300
633,38050,13533.3
634,38050,14583.3
635,38050,14600
636,38050,14616.7
637,38050,14633.3
638,38050,14650
639,38050,14666.7
640,38050,14883.3
641,38050,14900
642,38050,14966.7
643,38050,15000
644,38050,15016.7
645,38050,15033.3
646,38050,15100
647,38050,15183.3
648,38050,15433.3
649,38050,15466.7
650,38050,15650
651,38050,15700
652,38050,15750
653,38050,15916.7
654,38050,16100
655,38066.7,12550
656,38066.7,12683.3
657,38066.7,12700
658,38066.7,12816.7
659,38066.7,13433.3
660,38066.7,13450
661,38066.7,14633.3
662,38066.7,14650
663,38066.7,14700
664,38066.7,14733.3
665,38066.7,14766.7
666,38066.7,14800
667,38066.7,14983.3
668,38066.7,15066.7
669,38066.7,15116.7
670,38066.7,15200
671,38066.7,15650
672,38066.7,15683.3
673,38066.7,15916.7
674,38066.7,15983.3
675,38066.7,16050
676,38066.7,16133.3
677,38083.3,12700
678,38083.3,12716.7
679,38083.3,13150
680,38083.3,13166.7
681,38083.3,13283.3
682,38083.3,13333.3
683,38083.3,13466.7
684,38083.3,13500
685,38083.3,13516.7
686,38083.3,14666.7
687,38083.3,14733.3
688,38083.3,14750
689,38083.3,14800
690,38083.3,14850
691,38083.3,14883.3
692,38083.3,14950
693,38083.3,15133.3
694,38083.3,15166.7
695,38083.3,15450
696,38083.3,15683.3
697,38083.3,15733.3
698,38083.3,15766.7
699,38083.3,16150
700,38100,12700
701,38100,12733.3
702,38100,13300
703,38100,13533.3
704,38100,14833.3
705,38100,14900
706,38100,14950
707,38100,15083.3
708,38100,15166.7
709,38100,15200
710,38100,15483.3
711,38100,15500
712,38100,15650
713,38100,15700
714,38100,15716.7
715,38100,15883.3
716,38100,16083.3
717,38100,16100
718,38100,16133.3
719,38116.7,13283.3
720,38116.7,13333.3
721,38116.7,13366.7
722,38116.7,14716.7
723,38116.7,14750
724,38116.7,14783.3
725,38116.7,14800
726,38116.7,14883.3
727,38116.7,14950
728,38116.7,15050
729,38116.7,15083.3
730,38116.7,15116.7
731,38116.7,15183.3
732,38116.7,15233.3
733,38116.7,15483.3
734,38116.7,15500
735,38116.7,15516.7
736,38116.7,15683.3
737,38116.7,15716.7
738,38116.7,15733.3
739,38116.7,15850
740,38133.3,12750
741,38133.3,13183.3
742,38133.3,14733.3
743,38133.3,14850
744,38133.3,14883.3
745,38133.3,14966.7
746,38133.3,15000
747,38133.3,15033.3
748,38133.3,15150
749,38133.3,15183.3
750,38133.3,15233.3
751,38133.3,15350
752,38133.3,15383.3
753,38133.3,15400
754,38133.3,15483.3
755,38133.3,15500
756,38133.3,15700
757,38133.3,15716.7
758,38133.3,15750
759,38133.3,15800
760,38133.3,15883.3
761,38150,13083.3
762,38150,13100
763,38150,13166.7
764,38150,14833.3
765,38150,14900
766,38150,14950
767,38150,15016.7
768,38150,15183.3
769,38150,15200
770,38150,15216.7
771,38150,15233.3
772,38150,15283.3
773,38150,15300
774,38150,15333.3
775,38150,15350
776,38150,15383.3
777,38150,15400
778,38150,15416.7
779,38150,15466.7
780,38150,15483.3
781,38150,15500
782,38150,15650
783,38150,15783.3
784,38150,16066.7
785,38150,16083.3
786,38150,16183.3
787,38166.7,12750
788,38166.7,13233.3
789,38166.7,14750
790,38166.7,14866.7
791,38166.7,14900
792,38166.7,14933.3
793,38166.7,15200
794,38166.7,15250
795,38166.7,15266.7
796,38166.7,15283.3
797,38166.7,15316.7
798,38166.7,15333.3
799,38166.7,15366.7
800,38166.7,15416.7
801,38166.7,15483.3
802,38166.7,15516.7
803,38166.7,15550
804,38166.7,15633.3
805,38166.7,15650
806,38166.7,15683.3
807,38166.7,15700
808,38166.7,15733.3
809,38166.7,15750
810,38166.7,15833.3
811,38166.7,16116.7
812,38166.7,16200
813,38183.3,13283.3
814,38183.3,15216.7
815,38183.3,15233.3
816,38183.3,15250
817,38183.3,15266.7
818,38183.3,15316.7
819,38183.3,15350
820,38183.3,15366.7
821,38183.3,15383.3
822,38183.3,15433.3
823,38183.3,15483.3
824,38183.3,15500
825,38183.3,15516.7
826,38183.3,15533.3
827,38183.3,15566.7
828,38183.3,15633.3
829,38183.3,15716.7
830,38183.3,15766.7
831,38183.3,15883.3
832,38183.3,16050
833,38183.3,16150
834,38183.3,16166.7
835,38200,13250
836,38200,13283.3
837,38200,13333.3
838,38200,15233.3
839,38200,15266.7
840,38200,15316.7
841,38200,15333.3
842,38200,15366.7
843,38200,15383.3
844,38200,15416.7
845,38200,15516.7
846,38200,15683.3
847,38200,15733.3
848,38200,16150
849,38200,16183.3
850,38216.7,15233.3
851,38216.7,15366.7
852,38216.7,15433.3
853,38216.7,15500
854,38216.7,15533.3
855,38216.7,15633.3
856,38216.7,15650
857,38216.7,15666.7
858,38216.7,15733.3
859,38216.7,16050
860,38216.7,16100
861,38216.7,16116.7
862,38216.7,16200
863,38233.3,15433.3
864,38233.3,15450
865,38233.3,15466.7
866,38233.3,15516.7
867,38233.3,15650
868,38233.3,15783.3
869,38233.3,15916.7
870,38233.3,15933.3
871,38233.3,16100
872,38233.3,16150
873,38233.3,16216.7
874,38233.3,16233.3
875,38233.3,16250
876,38233.3,16266.7
877,38250,15433.3
878,38250,15483.3
879,38250,15516.7
880,38250,15600
881,38250,15716.7
882,38250,15766.7
883,38250,15783.3
884,38250,15800
885,38250,15966.7
886,38250,16233.3
887,38266.7,15583.3
888,38266.7,15650
889,38266.7,15800
890,38266.7,15850
891,38266.7,15866.7
892,38266.7,15883.3
893,38266.7,15933.3
894,38266.7,16150
895,38266.7,16216.7
896,38266.7,16266.7
897,38266.7,16300
898,38283.3,15533.3
899,38283.3,15800
900,38283.3,15883.3
901,38283.3,15900
902,38283.3,15950
903,38283.3,16250
904,38283.3,16266.7
905,38283.3,16283.3
906,38283.3,16300
907,38300,15550
908,38300,15883.3
909,38300,16000
910,38300,16033.3
911,38300,16166.7
912,38300,16233.3
913,38300,16333.3
914,38316.7,15850
915,38316.7,15916.7
916,38316.7,15983.3
917,38316.7,16016.7
918,38316.7,16033.3
919,38316.7,16200
920,38316.7,16316.7
921,38316.7,16400
922,38333.3,15866.7
923,38333.3,15900
924,38333.3,15950
925,38333.3,16250
926,38333.3,16300
927,38333.3,16316.7
928,38350,15850
929,38350,15866.7
930,38350,15966.7
931,38350,16016.7
932,38350,16083.3
933,38350,16116.7
934,38350,16166.7
935,38350,16283.3
936,38350,16333.3
937,38350,16466.7
938,38366.7,15883.3
939,38366.7,15900
940,38366.7,15983.3
941,38366.7,16050
942,38366.7,16233.3
943,38366.7,16283.3
944,38366.7,16366.7
945,38383.3,15866.7
946,38383.3,15883.3
947,38383.3,15900
948,38383.3,15950
949,38383.3,16033.3
950,38383.3,16050
951,38383.3,16100
952,38383.3,16116.7
953,38383.3,16133.3
954,38383.3,16333.3
955,38383.3,16400
956,38383.3,16516.7
957,38400,15866.7
958,38400,15950
959,38400,15966.7
960,38400,16066.7
961,38400,16533.3
962,38416.7,14950
963,38416.7,15900
964,38416.7,15950
965,38416.7,16100
966,38416.7,16133.3
967,38416.7,16300
968,38416.7,16383.3
969,38416.7,16450
970,38416.7,16466.7
971,38416.7,16500
972,38433.3,15916.7
973,38433.3,15966.7
974,38433.3,16066.7
975,38433.3,16100
976,38433.3,16333.3
977,38433.3,16350
978,38433.3,16416.7
979,38433.3,16433.3
980,38433.3,16483.3
981,38433.3,16500
982,38433.3,16550
983,38433.3,16566.7
984,38450,14950
985,38450,16083.3
986,38450,16116.7
987,38450,16166.7
988,38450,16383.3
989,38450,16416.7
990,38450,16550
991,38466.7,14950
992,38466.7,15916.7
993,38466.7,15933.3
994,38466.7,15950
995,38466.7,16066.7
996,38466.7,16100
997,38466.7,16450
998,38466.7,16466.7
999,38483.3,14933.3
1000,38483.3,14950
1001,38483.3,14966.7
1002,38483.3,15916.7
1003,38483.3,15966.7
1004,38483.3,16083.3
1005,38483.3,16300
1006,38483.3,16383.3
1007,38483.3,16466.7
1008,38483.3,16533.3
1009,38483.3,16566.7
1010,38500,14916.7
1011,38500,16083.3
1012,38500,16383.3
1013,38500,16500
1014,38516.7,14933.3
1015,38516.7,14950
1016,38516.7,16100
1017,38516.7,16150
1018,38516.7,16316.7
1019,38516.7,16450
1020,38533.3,14866.7
1021,38533.3,15983.3
1022,38533.3,16166.7
1023,38533.3,16233.3
1024,38533.3,16250
1025,38533.3,16266.7
1026,38533.3,16416.7
1027,38533.3,16450
1028,38533.3,16516.7
1029,38550,14816.7
1030,38550,15933.3
1031,38550,15950
1032,38550,15966.7
1033,38550,16166.7
1034,38550,16183.3
1035,38550,16316.7
1036,38550,16366.7
1037,38550,16400
1038,38566.7,14550
1039,38566.7,14566.7
1040,38566.7,14800
1041,38566.7,14866.7
1042,38566.7,15933.3
1043,38566.7,15966.7
1044,38566.7,16016.7
1045,38566.7,16033.3
1046,38566.7,16200
1047,38566.7,16216.7
1048,38566.7,16516.7
1049,38566.7,16566.7
1050,38583.3,14833.3
1051,38583.3,15883.3
1052,38583.3,15933.3
1053,38583.3,15966.7
1054,38583.3,16000
1055,38583.3,16083.3
1056,38583.3,16216.7
1057,38583.3,16233.3
1058,38583.3,16250
1059,38583.3,16266.7
1060,38583.3,16333.3
1061,38600,15883.3
1062,38600,16000
1063,38600,16066.7
1064,38600,16100
1065,38600,16233.3
1066,38600,16516.7
1067,38616.7,13400
1068,38616.7,15866.7
1069,38616.7,15900
1070,38616.7,16000
1071,38616.7,16016.7
1072,38616.7,16050
1073,38616.7,16116.7
1074,38616.7,16166.7
1075,38616.7,16333.3
1076,38633.3,15083.3
1077,38633.3,15900
1078,38633.3,16050
1079,38633.3,16066.7
1080,38633.3,16100
1081,38633.3,16250
1082,38633.3,16283.3
1083,38633.3,16350
1084,38633.3,16383.3
1085,38633.3,16483.3
1086,38633.3,16516.7
1087,38633.3,16533.3
1088,38650,15850
1089,38650,15866.7
1090,38650,15900
1091,38650,15916.7
1092,38650,15966.7
1093,38650,15983.3
1094,38650,16016.7
1095,38650,16033.3
1096,38650,16100
1097,38650,16233.3
1098,38650,16366.7
1099,38650,16450
1100,38650,16483.3
1101,38666.7,15850
1102,38666.7,15866.7
1103,38666.7,15883.3
1104,38666.7,15916.7
1105,38666.7,15950
1106,38666.7,16016.7
1107,38666.7,16066.7
1108,38666.7,16100
1109,38666.7,16116.7
1110,38666.7,16283.3
1111,38666.7,16350
1112,38666.7,16400
1113,38666.7,16433.3
1114,38666.7,16483.3
1115,38683.3,15900
1116,38683.3,15916.7
1117,38683.3,15933.3
1118,38683.3,16066.7
1119,38683.3,16233.3
1120,38683.3,16283.3
1121,38683.3,16416.7
1122,38683.3,16533.3
1123,38683.3,16550
1124,38700,13183.3
1125,38700,15983.3
1126,38700,16016.7
1127,38700,16033.3
1128,38700,16050
1129,38700,16100
1130,38700,16150
1131,38700,16183.3
1132,38700,16466.7
1133,38716.7,16016.7
1134,38716.7,16033.3
1135,38716.7,16116.7
1136,38716.7,16133.3
1137,38716.7,16283.3
1138,38716.7,16366.7
1139,38716.7,16416.7
1140,38716.7,16500
1141,38733.3,15983.3
1142,38733.3,16166.7
1143,38733.3,16216.7
1144,38733.3,16500
1145,38750,16233.3
1146,38750,16316.7
1147,38750,16450
1148,38750,16500
1149,38766.7,16266.7
1150,38766.7,16450
1151,38766.7,16533.3
1152,38766.7,16550
1153,38783.3,15183.3
1154,38783.3,16283.3
1155,38783.3,16316.7
1156,38783.3,16450
1157,38783.3,16516.7
1158,38783.3,16550
1159,38800,15233.3
1160,38800,16233.3
1161,38800,16250
1162,38800,16333.3
1163,38800,16383.3
1164,38800,16400
1165,38800,16583.3
1166,38800,16600
1167,38816.7,16316.7
1168,38816.7,16333.3
1169,38816.7,16416.7
1170,38816.7,16500
1171,38816.7,16516.7
1172,38816.7,16600
1173,38833.3,16266.7
1174,38833.3,16333.3
1175,38833.3,16416.7
1176,38833.3,16516.7
1177,38833.3,16533.3
1178,38833.3,16550
1179,38850,16283.3
1180,38850,16333.3
1181,38850,16366.7
1182,38850,16466.7
1183,38850,16566.7
1184,38850,16600
1185,38850,16666.7
1186,38866.7,16233.3
1187,38866.7,16416.7
1188,38866.7,16566.7
1189,38866.7,16600
1190,38866.7,16633.3
1191,38866.7,16700
1192,38883.3,16216.7
1193,38883.3,16350
1194,38883.3,16400
1195,38883.3,16483.3
1196,38883.3,16666.7
1197,38883.3,16700
1198,38900,16250
1199,38900,16416.7
1200,38900,16533.3
1201,38900,16583.3
1202,38900,16733.3
1203,38900,17016.7
1204,38900,17100
1205,38916.7,16250
1206,38916.7,16316.7
1207,38916.7,16366.7
1208,38916.7,16550
1209,38916.7,16600
1210,38916.7,16716.7
1211,38916.7,16766.7
1212,38916.7,16783.3
1213,38916.7,16800
1214,38916.7,17066.7
1215,38916.7,17100
1216,38916.7,8766.67
1217,38916.7,8883.33
1218,38918.1,8912.78
1219,38924.4,8919.17
1220,38929.4,8926.94
1221,38933.1,8933.89
1222,38933.3,16500
1223,38933.3,16566.7
1224,38933.3,16666.7
1225,38933.3,16683.3
1226,38933.3,16733.3
1227,38933.3,16850
1228,38940,8941.94
1229,38950,16250
1230,38950,16383.3
1231,38950,16433.3
1232,38950,16466.7
1233,38950,16500
1234,38950,16633.3
1235,38950,16683.3
1236,38950,16716.7
1237,38950,16783.3
1238,38950,16833.3
1239,38950,16883.3
1240,38950,16916.7
1241,38950,17050
1242,38950,8866.67
1243,38966.7,16166.7
1244,38966.7,16250
1245,38966.7,16283.3
1246,38966.7,16366.7
1247,38966.7,16416.7
1248,38966.7,16433.3
1249,38966.7,16483.3
1250,38966.7,16533.3
1251,38966.7,16583.3
1252,38966.7,16750
1253,38966.7,16783.3
1254,38966.7,16850
1255,38966.7,16866.7
1256,38966.7,17066.7
1257,38966.7,17083.3
1258,38966.7,17100
1259,38966.7,17133.3
1260,38966.7,8766.67
1261,38969.2,8970.83
1262,38971.1,8984.72
1263,38983.3,16166.7
1264,38983.3,16200
1265,38983.3,16250
1266,38983.3,16316.7
1267,38983.3,16333.3
1268,38983.3,16366.7
1269,38983.3,16466.7
1270,38983.3,16583.3
1271,38983.3,16616.7
1272,38983.3,16700
1273,38983.3,16783.3
1274,38983.3,16900
