id,x,y,order
5204,30950,62500,184
5171,30950,62500,185
4666,30900,62233.3,186
7196,31033.3,62250,187
5900,31166.7,62100,188
7093,31166.7,61900,189
2520,31100,61900,190
2205,31100,61900,191
7480,31433.3,61683.3,192
521,31200,61833.3,193
5929,31166.7,61900,194
157,31183.3,61833.3,195
983,30850,61600,196
7269,30833.3,61483.3,197
8615,30983.3,61450,198
5418,30866.7,61366.7,199
146,30750,61333.3,200
7140,30666.7,61333.3,201
7298,30766.7,61266.7,202
3521,30716.7,61483.3,203
7249,30783.3,61916.7,204
7007,30916.7,62083.3,205
1170,30916.7,61983.3,206
8226,30866.7,62033.3,207
8225,30866.7,62033.3,208
8249,30666.7,61783.3,209
7404,30666.7,61783.3,210
4394,30633.3,61650,211
3497,30500,61650,212
7400,30666.7,61783.3,213
1951,30666.7,61783.3,214
7371,30550,62116.7,215
3414,30700,62000,216
7307,30366.7,62116.7,217
1056,30533.3,61966.7,218
6926,30400,61666.7,219
6927,30400,61666.7,220
8821,30016.7,61583.3,221
8069,29683.3,61616.7,222
2684,29500,61700,223
8733,29066.7,61733.3,224
8470,28900,62266.7,225
1788,28750,62233.3,226
5050,28750,62233.3,227
803,28600,62183.3,228
5510,28400,62383.3,229
2606,28400,62383.3,230
1001,28633.3,62600,231
8589,28750,62450,232
5278,29016.7,62316.7,233
3840,29350,62450,234
3064,29683.3,62133.3,235
1164,29766.7,62050,236
721,29366.7,62033.3,237
777,29233.3,61766.7,238
5379,29366.7,61733.3,239
2609,29066.7,62033.3,240
5955,29116.7,61950,241
5570,28983.3,62133.3,242
6970,28866.7,61850,243
5964,28783.3,61683.3,244
2646,28933.3,61683.3,245
1775,28650,61533.3,246
285,28616.7,61650,247
1358,28300,61550,248
5603,28233.3,61533.3,249
7583,27916.7,61400,250
5434,27666.7,61966.7,251
4813,27833.3,61866.7,252
2596,27950,62000,253
2615,27950,62000,254
2614,27950,62000,255
6612,28216.7,61966.7,256
1926,28400,62250,257
707,28400,62250,258
4902,28416.7,62216.7,259
4040,28466.7,62100,260
5049,28600,62183.3,261
5702,27616.7,62166.7,262
1032,27233.3,62583.3,263
118,27300,62600,264
3034,27316.7,62783.3,265
4351,27450,62916.7,266
1062,27533.3,62900,267
478,27333.3,62933.3,268
292,27266.7,62950,269
3863,27550,63100,270
3450,27700,63266.7,271
1504,27650,63216.7,272
1502,27650,63216.7,273
5087,27583.3,63366.7,274
5086,27600,63366.7,275
604,27416.7,63483.3,276
6504,27350,63266.7,277
1267,27283.3,63116.7,278
1761,27400,63166.7,279
8679,27283.3,63216.7,280
7813,27366.7,63533.3,281
810,27416.7,63200,282
655,27600,63500,283
8354,27583.3,63600,284
4878,27550,63583.3,285
4313,27516.7,63566.7,286
1241,27500,63483.3,287
6361,27650,63500,288
4736,27716.7,63550,289
6005,27716.7,63533.3,290
3774,27633.3,63500,291
382,27716.7,63533.3,292
4718,27633.3,63500,293
5411,27816.7,63616.7,294
6380,27900,63733.3,295
1935,27733.3,63500,296
6811,27850,63350,297
6733,27883.3,63266.7,298
3101,27750,63350,299
1480,27750,63250,300
2310,27833.3,63150,301
1207,27900,63433.3,302
2000,27800,63466.7,303
6368,27900,63433.3,304
4172,27816.7,63466.7,305
4171,27816.7,63466.7,306
7169,27933.3,63633.3,307
1045,27933.3,63450,308
1038,27933.3,63450,309
832,28050,63316.7,310
833,28050,63316.7,311
294,28116.7,63283.3,312
1654,28533.3,63416.7,313
1919,28616.7,63483.3,314
3915,28333.3,63350,315
991,28183.3,63616.7,316
5846,28150,63533.3,317
5850,28150,63533.3,318
2854,28350,63566.7,319
5119,28583.3,63716.7,320
3644,28650,63783.3,321
6189,28650,63783.3,322
7616,28783.3,63816.7,323
808,28616.7,63616.7,324
8257,28616.7,63666.7,325
8441,28666.7,63550,326
7615,28783.3,63583.3,327
220,28800,63416.7,328
1884,28800,63416.7,329
1885,28800,63416.7,330
4085,28966.7,63366.7,331
2698,29050,63200,332
2697,29050,63200,333
802,29250,62983.3,334
1338,29216.7,62983.3,335
1435,29366.7,62883.3,336
634,29400,62783.3,337
2268,29483.3,62766.7,338
174,29400,62783.3,339
2270,29050,62850,340
2150,28816.7,62850,341
5402,28683.3,62900,342
7368,28600,62950,343
4742,28650,63016.7,344
8803,28466.7,62833.3,345
1615,28500,62983.3,346
3338,28300,62766.7,347
823,28133.3,62700,348
4036,28366.7,62550,349
3591,28450,62616.7,350
635,28466.7,62833.3,351
3100,28533.3,62933.3,352
7836,28950,62800,353
2753,29150,62650,354
2269,29050,62850,355
6327,29116.7,62600,356
5758,29150,62650,357
368,29150,62650,358
4566,29216.7,62916.7,359
3335,29200,63233.3,360
2960,29216.7,63316.7,361
2944,29266.7,63216.7,362
2490,29250,63333.3,363
1501,29050,63483.3,364
3940,28983.3,63433.3,365
8779,29016.7,63350,366
1945,28983.3,63150,367
3833,28933.3,63250,368
659,28683.3,63150,369
1801,28616.7,63166.7,370
8287,28716.7,63100,371
658,28683.3,63150,372
1818,28616.7,63166.7,373
1367,28716.7,63516.7,374
2306,28466.7,63433.3,375
3857,28483.3,63266.7,376
5509,28483.3,63066.7,377
3629,28283.3,63000,378
5047,28200,63083.3,379
4190,28200,63083.3,380
6865,28200,63083.3,381
3695,28100,63200,382
3694,28116.7,63283.3,383
84,27800,62966.7,384
66,27800,62966.7,385
4197,27716.7,62966.7,386
2311,27800,62516.7,387
1369,27683.3,62633.3,388
519,27950,62633.3,389
7327,27966.7,62266.7,390
6621,27933.3,62166.7,391
2238,27633.3,62416.7,392
7759,27483.3,62300,393
5488,27166.7,62466.7,394
3146,27316.7,62216.7,395
1950,27583.3,61950,396
6867,27566.7,61866.7,397
4321,27600,61700,398
5518,27600,61350,399
34,27716.7,61366.7,400
559,27816.7,61383.3,401
5814,27433.3,61466.7,402
5738,27316.7,61283.3,403
3048,27150,61133.3,404
2629,27016.7,61016.7,405
7651,27216.7,61200,406
7652,27216.7,61200,407
7402,27350,61183.3,408
3603,27433.3,61016.7,409
7484,27616.7,60800,410
7097,27666.7,60933.3,411
8174,27983.3,61100,412
3325,27983.3,61100,413
1292,27816.7,61150,414
7325,27533.3,60816.7,415
500,27583.3,60716.7,416
6265,27566.7,60533.3,417
4111,28100,59983.3,418
4271,27950,59983.3,419
4567,27866.7,59950,420
5525,27483.3,60183.3,421
1855,27516.7,60400,422
1856,27516.7,60400,423
1776,27283.3,60700,424
3348,26733.3,60616.7,425
1974,26783.3,60450,426
2588,26783.3,60450,427
4928,27133.3,60666.7,428
480,27283.3,60416.7,429
7275,27150,60516.7,430
7383,26966.7,60500,431
2579,26783.3,60450,432
2229,26866.7,60216.7,433
3349,26900,60133.3,434
7357,26500,60083.3,435
7311,26650,59983.3,436
2940,26700,59850,437
2945,26700,59850,438
5947,26700,59850,439
7314,26583.3,59800,440
4471,26583.3,59800,441
7209,26700,59633.3,442
7219,26700,59633.3,443
7520,26583.3,59633.3,444
4798,26483.3,59683.3,445
7521,26583.3,59633.3,446
7933,26800,59566.7,447
6622,26300,59366.7,448
5056,26183.3,59350,449
2589,26133.3,59600,450
2581,26133.3,59600,451
2449,26316.7,59366.7,452
7360,26933.3,59533.3,453
5965,27066.7,59633.3,454
6868,27116.7,59450,455
4885,27116.7,59450,456
4275,27133.3,59383.3,457
3847,27216.7,59283.3,458
4675,27166.7,59400,459
5369,26983.3,59466.7,460
4162,26816.7,59133.3,461
4892,26833.3,59083.3,462
1162,26800,58966.7,463
1161,26800,58966.7,464
3055,26700,59133.3,465
7192,26550,59350,466
6307,26550,59350,467
5723,26550,59350,468
52,26550,59350,469
5782,26550,59350,470
2342,26316.7,59366.7,471
5061,26516.7,58816.7,472
5765,26666.7,58600,473
562,26700,58666.7,474
394,26616.7,58666.7,475
393,26616.7,58666.7,476
2352,26650,58633.3,477
2653,26500,58666.7,478
5866,26650,58633.3,479
6464,26550,58983.3,480
5062,26516.7,58816.7,481
2281,27200,59050,482
3751,27266.7,58966.7,483
3752,27266.7,58966.7,484
3667,27266.7,58966.7,485
7408,27333.3,58933.3,486
8333,27333.3,58933.3,487
2121,27450,58983.3,488
8388,27866.7,59300,489
4115,27700,59116.7,490
6490,27533.3,59016.7,491
5970,27416.7,59033.3,492
535,27416.7,59050,493
2355,27383.3,59083.3,494
4809,27266.7,59233.3,495
4834,27266.7,59233.3,496
7028,27466.7,58833.3,497
8476,27483.3,58850,498
2349,27516.7,58933.3,499
8435,27483.3,58933.3,500
2869,27700,58766.7,501
6358,27700,58766.7,502
2106,27583.3,58750,503
2928,27550,58716.7,504
1422,27450,58666.7,505
4807,27500,58716.7,506
5314,27416.7,58633.3,507
2930,27516.7,58650,508
1553,27516.7,58566.7,509
8643,27616.7,58566.7,510
2214,27816.7,58850,511
4595,27816.7,58850,512
3796,27833.3,58800,513
6279,27950,58800,514
1564,28133.3,58766.7,515
8772,28333.3,58600,516
1904,28250,58633.3,517
7226,28150,58516.7,518
7225,28150,58516.7,519
7227,28150,58516.7,520
6278,27850,58383.3,521
2201,27833.3,58300,522
2206,27833.3,58300,523
3820,27950,58133.3,524
3663,28050,58233.3,525
2286,27966.7,57983.3,526
1880,27800,57933.3,527
4153,27733.3,57933.3,528
7723,27566.7,57950,529
3471,27583.3,58033.3,530
4156,27533.3,58133.3,531
5519,27566.7,58266.7,532
7015,27450,58116.7,533
5260,27266.7,58250,534
8317,26933.3,58500,535
2472,26933.3,58500,536
6259,27300,58400,537
2379,27366.7,58316.7,538
2215,27366.7,58316.7,539
2951,27316.7,58583.3,540
1741,27366.7,58516.7,541
8065,27466.7,58400,542
2417,27116.7,58650,543
3094,27200,58750,544
4401,27066.7,58700,545
3089,27066.7,58700,546
5714,26933.3,58666.7,547
5713,26933.3,58666.7,548
4743,27050,58716.7,549
2331,27116.7,58650,550
2577,26183.3,58816.7,551
4698,26233.3,58633.3,552
1695,26233.3,58633.3,553
3543,26233.3,58633.3,554
1671,26033.3,58650,555
3741,26116.7,58483.3,556
4699,26233.3,58633.3,557
712,26350,58433.3,558
93,26416.7,58550,559
2107,26416.7,58550,560
5511,26483.3,58300,561
7338,26483.3,58300,562
718,26333.3,58200,563
727,26200,58400,564
3518,26050,58050,565
5968,26183.3,58183.3,566
2668,25766.7,58083.3,567
4841,25400,58183.3,568
5896,25400,58183.3,569
2108,25383.3,58300,570
7427,25183.3,58133.3,571
4811,25133.3,58250,572
2571,25133.3,58383.3,573
722,25250,58450,574
2282,25216.7,58516.7,575
243,25066.7,58550,576
2328,24933.3,58766.7,577
3547,24933.3,58766.7,578
3552,24933.3,58766.7,579
8726,24983.3,58700,580
6221,24966.7,58566.7,581
3542,24933.3,58766.7,582
1005,24966.7,58816.7,583
3549,24983.3,58833.3,584
1004,24966.7,58816.7,585
723,24983.3,58833.3,586
3548,24983.3,58833.3,587
4803,25266.7,58733.3,588
7399,25016.7,58433.3,589
1167,25050,58383.3,590
4812,25100,58266.7,591
7424,25133.3,58250,592
1123,25216.7,58333.3,593
3461,25500,58400,594
3869,25600,58400,595
7280,25683.3,58266.7,596
1174,25666.7,58166.7,597
3462,25850,57900,598
3460,25850,57900,599
440,25866.7,57883.3,600
7375,25850,57900,601
2458,25866.7,57883.3,602
6482,25183.3,57966.7,603
4797,25216.7,58116.7,604
4796,25216.7,58116.7,605
3920,25233.3,58033.3,606
7482,25283.3,57716.7,607
2387,25366.7,57650,608
2767,25366.7,57650,609
7403,25450,57583.3,610
8243,25450,57583.3,611
2996,25200,57966.7,612
2438,25083.3,57850,613
1586,25166.7,57933.3,614
3086,25250,57983.3,615
6201,25150,58200,616
2109,25383.3,58300,617
881,25350,58300,618
2774,25500,58983.3,619
5605,25866.7,58883.3,620
7199,26200,59083.3,621
7362,26183.3,58933.3,622
2585,26183.3,58816.7,623
6572,26183.3,58933.3,624
2738,25716.7,59100,625
4032,25483.3,59450,626
3061,25566.7,59350,627
7421,25550,59850,628
3229,25716.7,59633.3,629
3226,25716.7,59633.3,630
2333,25916.7,59750,631
3225,25916.7,59750,632
4330,25783.3,59716.7,633
3224,25783.3,59716.7,634
6824,25550,59800,635
8883,25550,59850,636
7279,25550,60033.3,637
7322,25383.3,60300,638
7190,25383.3,60300,639
8081,25133.3,60333.3,640
1455,25066.7,60300,641
2617,24900,60316.7,642
6093,25050,60100,643
6168,25050,60100,644
4504,24916.7,59783.3,645
7187,25333.3,59683.3,646
8390,25400,59566.7,647
6624,24766.7,59216.7,648
6054,24550,59383.3,649
2665,24433.3,59650,650
5963,24283.3,59833.3,651
8168,24283.3,59833.3,652
2672,24200,60200,653
6056,24533.3,59900,654
5957,24533.3,59900,655
1527,24533.3,59900,656
6055,24533.3,59900,657
2669,24433.3,59650,658
5951,24283.3,59833.3,659
5942,24550,59383.3,660
5943,24550,59383.3,661
6451,24716.7,59583.3,662
4419,24816.7,59833.3,663
5404,25216.7,59850,664
6586,25400,60450,665
5046,24950,60950,666
3582,24966.7,61333.3,667
3252,24966.7,61333.3,668
3070,25400,60733.3,669
6058,24966.7,61333.3,670
668,24833.3,61466.7,671
3250,24850,61500,672
6057,24850,61500,673
6459,24633.3,61450,674
4452,24516.7,61533.3,675
4791,24250,61250,676
2625,24400,61033.3,677
5796,24400,61016.7,678
5120,24550,60833.3,679
4432,24700,60600,680
886,24800,60466.7,681
2666,24383.3,60316.7,682
2667,24383.3,60316.7,683
5937,24200,60200,684
1545,24533.3,59900,685
2671,24200,60200,686
5941,24133.3,60700,687
5953,24133.3,60700,688
5956,24133.3,60700,689
6059,23900,60733.3,690
4625,23550,61266.7,691
1075,23450,61466.7,692
1332,23783.3,61483.3,693
2612,23566.7,61700,694
1712,23616.7,61650,695
4552,23600,61600,696
3675,23450,61466.7,697
3546,23583.3,61183.3,698
3088,23633.3,61366.7,699
2052,23616.7,61316.7,700
5949,23866.7,60883.3,701
5945,23866.7,60883.3,702
6821,24116.7,61416.7,703
4070,24100,61450,704
7596,24100,61450,705
5364,23966.7,61716.7,706
5363,23966.7,61716.7,707
6267,23966.7,61716.7,708
2634,24150,61950,709
4850,24200,62016.7,710
5990,24200,62016.7,711
4881,24083.3,62216.7,712
3541,24083.3,62316.7,713
880,23750,62150,714
879,23750,62150,715
5358,23900,61850,716
5541,23900,61850,717
5352,23900,61850,718
5357,23900,61850,719
1115,24516.7,62050,720
1579,24466.7,62250,721
3095,24366.7,62350,722
3091,24366.7,62350,723
3939,25900,62616.7,724
3453,25800,62866.7,725
4007,25950,62966.7,726
4671,26416.7,63300,727
3069,26416.7,63300,728
4264,26133.3,63383.3,729
1593,26133.3,63716.7,730
1356,26216.7,63283.3,731
3223,26383.3,63033.3,732
1244,26016.7,63483.3,733
996,25616.7,63283.3,734
1777,25983.3,63250,735
1829,26033.3,63300,736
3262,26050,63350,737
4852,25950,63166.7,738
6103,25983.3,63116.7,739
2604,25583.3,63133.3,740
617,25700,63066.7,741
4312,25683.3,63500,742
811,25500,63533.3,743
3271,25433.3,63800,744
3884,25366.7,64016.7,745
3251,25433.3,64066.7,746
2708,25433.3,64066.7,747
1596,25283.3,64100,748
6421,25283.3,64066.7,749
5073,25083.3,64183.3,750
5178,25083.3,64183.3,751
8873,25283.3,64116.7,752
5862,25200,64083.3,753
7576,25150,64350,754
7575,25150,64350,755
6308,25033.3,64450,756
6322,25250,64416.7,757
3899,25200,64916.7,758
5078,25150,64950,759
7614,25133.3,65000,760
4508,25133.3,65000,761
147,25066.7,64966.7,762
6975,25016.7,64966.7,763
4302,24883.3,64866.7,764
4285,24883.3,64866.7,765
765,24883.3,64866.7,766
5631,24916.7,64650,767
4322,25033.3,64650,768
4001,25100,64716.7,769
6443,25383.3,64666.7,770
6083,25433.3,64850,771
91,25600,64950,772
5482,25716.7,64900,773
1961,25800,64966.7,774
4247,25866.7,65033.3,775
4774,25850,65183.3,776
9101,25500,65233.3,777
7052,25500,65516.7,778
1769,25266.7,65483.3,779
7075,25266.7,65483.3,780
3151,25200,65500,781
29,25083.3,65483.3,782
1679,25116.7,65516.7,783
1376,25116.7,65516.7,784
6335,25066.7,65533.3,785
7619,25100,65550,786
8359,25066.7,65600,787
837,25066.7,65533.3,788
6818,25083.3,65483.3,789
6819,25083.3,65483.3,790
6663,25083.3,65466.7,791
6820,25083.3,65483.3,792
1456,25016.7,65533.3,793
1637,25050,65466.7,794
7866,25083.3,65466.7,795
1778,25266.7,65483.3,796
2782,25250,65466.7,797
3900,25200,64916.7,798
2047,25300,64900,799
7161,25450,64966.7,800
3601,25533.3,64966.7,801
3602,25483.3,64950,802
1184,25433.3,64916.7,803
6574,25383.3,64633.3,804
5019,25383.3,64666.7,805
8545,25350,64500,806
8932,25416.7,64033.3,807
153,25683.3,63666.7,808
6155,25683.3,63616.7,809
151,25700,63700,810
152,25716.7,63700,811
3806,25900,63716.7,812
998,25766.7,63750,813
8366,25883.3,63933.3,814
9025,25866.7,63966.7,815
2658,25600,64016.7,816
8930,25716.7,64033.3,817
291,25816.7,63816.7,818
3409,25816.7,63816.7,819
8004,25900,63800,820
1454,25966.7,63850,821
183,25850,63883.3,822
4116,25766.7,64016.7,823
6156,25900,64066.7,824
3805,26033.3,63716.7,825
1969,25933.3,63733.3,826
8573,26083.3,63800,827
1269,26183.3,63766.7,828
7686,26250,63783.3,829
4720,26383.3,63716.7,830
8544,26450,63666.7,831
7683,26333.3,63733.3,832
6627,26316.7,63750,833
8067,26366.7,63983.3,834
8527,26233.3,64133.3,835
4608,26266.7,64133.3,836
6712,26233.3,64133.3,837
288,26466.7,64200,838
1848,26416.7,64066.7,839
3227,26400,64033.3,840
1125,26233.3,63933.3,841
1268,26216.7,63783.3,842
7553,26316.7,63750,843
7681,26333.3,63733.3,844
5461,26416.7,63483.3,845
1826,26566.7,63283.3,846
6937,26650,63200,847
4554,26533.3,62983.3,848
3222,26533.3,62866.7,849
2597,26633.3,62850,850
8070,26583.3,62850,851
2910,26833.3,62950,852
6862,26833.3,62950,853
9029,26766.7,62716.7,854
9028,26766.7,62716.7,855
6799,26716.7,62733.3,856
5608,26866.7,62716.7,857
5043,26766.7,62716.7,858
9030,26766.7,62716.7,859
5044,26866.7,62716.7,860
4204,26933.3,62966.7,861
4027,27133.3,62850,862
3489,26966.7,62816.7,863
2239,26933.3,62916.7,864
4205,26933.3,62966.7,865
2632,26866.7,63250,866
2644,26866.7,63250,867
2600,26783.3,63566.7,868
2271,26983.3,63650,869
7671,26966.7,63683.3,870
6978,26700,63666.7,871
2608,26733.3,63550,872
3278,26816.7,63483.3,873
258,26783.3,63433.3,874
1620,26833.3,63533.3,875
1255,26683.3,63533.3,876
5466,26633.3,63650,877
1557,26483.3,63666.7,878
6442,26500,63666.7,879
1328,26500,63650,880
1677,26600,63666.7,881
6081,26616.7,63650,882
274,26550,63666.7,883
276,26550,63666.7,884
4490,26700,63983.3,885
4618,26733.3,64183.3,886
4526,26683.3,64133.3,887
1149,26666.7,64200,888
7706,26683.3,64133.3,889
4879,26600,64183.3,890
9078,26533.3,64166.7,891
1790,26416.7,64066.7,892
6376,26283.3,64216.7,893
6525,26100,64316.7,894
4843,26083.3,64333.3,895
3261,26200,64266.7,896
6501,26183.3,64300,897
3214,26183.3,64300,898
4628,26083.3,64333.3,899
446,25866.7,64583.3,900
3870,25916.7,64666.7,901
3618,25950,64666.7,902
7128,26016.7,64666.7,903
7129,26016.7,64666.7,904
4424,25950,64666.7,905
2496,25950,64716.7,906
8911,25900,64766.7,907
1566,26100,64683.3,908
1887,26200,64783.3,909
3425,26200,64850,910
7763,26100,65016.7,911
610,26233.3,65116.7,912
4780,26383.3,65433.3,913
148,26483.3,65366.7,914
835,26633.3,65416.7,915
2488,26766.7,65350,916
1140,26700,65450,917
2227,26633.3,65433.3,918
8145,26683.3,65266.7,919
6683,26683.3,65266.7,920
975,26733.3,65266.7,921
977,26700,65283.3,922
4350,26633.3,65416.7,923
1194,26616.7,65450,924
1195,26616.7,65450,925
920,26600,65300,926
7584,26400,65333.3,927
665,26333.3,65216.7,928
664,26333.3,65216.7,929
862,26516.7,65250,930
6839,26616.7,65200,931
2339,26616.7,65200,932
6684,26616.7,65200,933
6337,26700,65133.3,934
5323,26800,65100,935
3910,26800,65083.3,936
2879,26800,65083.3,937
4051,26800,65133.3,938
853,26700,65116.7,939
6644,26766.7,65050,940
1589,26733.3,65016.7,941
3873,26733.3,65016.7,942
5535,26800,65083.3,943
8951,26816.7,65133.3,944
3829,26916.7,65283.3,945
3792,26966.7,65283.3,946
3597,26966.7,65283.3,947
3596,26966.7,65283.3,948
1837,26900,65200,949
470,26750,65283.3,950
3384,26783.3,65250,951
4380,26800,65133.3,952
852,26700,65133.3,953
6500,26666.7,65150,954
8894,26716.7,65133.3,955
6599,26666.7,65183.3,956
979,26733.3,65266.7,957
7502,26800,65350,958
4859,26766.7,65300,959
4594,26950,65366.7,960
2542,26900,65450,961
2655,26900,65450,962
2654,26900,65450,963
5322,27033.3,65466.7,964
7812,27066.7,65500,965
7814,27066.7,65500,966
1690,27116.7,65450,967
5315,27066.7,65400,968
6038,27050,65400,969
1461,26966.7,65383.3,970
5316,26916.7,65333.3,971
7245,26916.7,65266.7,972
1413,26916.7,65266.7,973
4997,26950,65300,974
3902,26933.3,65350,975
4584,26850,65316.7,976
5310,26900,65316.7,977
3385,26866.7,65350,978
275,26850,65383.3,979
1643,26783.3,65383.3,980
7499,26783.3,65350,981
8780,26750,65583.3,982
8800,26583.3,65566.7,983
7548,26366.7,65366.7,984
8325,26366.7,65300,985
9111,26300,65266.7,986
46,26216.7,65400,987
7547,26366.7,65366.7,988
4287,26300,65416.7,989
1467,26233.3,65483.3,990
7561,26183.3,65516.7,991
8458,26150,65516.7,992
8457,26150,65516.7,993
6555,26083.3,65383.3,994
6688,26066.7,65366.7,995
4235,26150,65300,996
763,26216.7,65283.3,997
1939,26116.7,65283.3,998
6348,26116.7,65283.3,999
973,26116.7,65283.3,1000
609,26233.3,65116.7,1001
8003,26100,65100,1002
4962,26100,65100,1003
4025,26033.3,65200,1004
4849,26066.7,65200,1005
7029,25866.7,65133.3,1006
8694,25916.7,65116.7,1007
3145,25800,65100,1008
6506,25733.3,64983.3,1009
4098,25833.3,64900,1010
2143,25816.7,64633.3,1011
1678,25916.7,64333.3,1012
1891,25783.3,64500,1013
6693,25816.7,64633.3,1014
8532,25866.7,64800,1015
8725,26050,64633.3,1016
2497,25950,64716.7,1017
4369,25783.3,64500,1018
8358,25866.7,64483.3,1019
8906,25966.7,64516.7,1020
3452,26166.7,64433.3,1021
8742,26116.7,64600,1022
6436,26050,64616.7,1023
21,26283.3,64483.3,1024
7762,26166.7,64600,1025
4804,26250,64616.7,1026
1522,26383.3,64700,1027
6426,26400,64783.3,1028
7579,26350,64916.7,1029
2064,26433.3,64933.3,1030
259,26483.3,64966.7,1031
