id,x,y
681,22816.7,62116.7
682,28066.7,66616.7
683,28066.7,66616.7
684,26816.7,65216.7
685,22400,65216.7
686,30750,65250
687,34883.3,58566.7
688,34433.3,59033.3
689,36466.7,62483.3
690,40133.3,71416.7
691,34666.7,61483.3
692,34883.3,58566.7
693,31550,68516.7
694,31933.3,62833.3
695,31783.3,62883.3
696,31083.3,62483.3
697,35900,63650
698,34533.3,61933.3
699,37050,70316.7
700,37050,70316.7
701,39616.7,68000
702,43066.7,71466.7
703,23300,63250
704,34450,60016.7
705,28450,65733.3
706,32400,64116.7
707,28400,62250
708,28016.7,64816.7
709,27083.3,64916.7
710,23650,62333.3
711,32883.3,68383.3
712,26350,58433.3
713,38283.3,62200
714,23133.3,64650
715,23733.3,65800
716,27983.3,61716.7
717,27783.3,61916.7
718,26333.3,58200
719,36450,62850
720,37183.3,62000
721,29366.7,62033.3
722,25250,58450
723,24983.3,58833.3
724,22200,65133.3
725,49616.7,71500
726,26350,60433.3
727,26200,58400
728,47316.7,67233.3
729,28250,64966.7
730,26933.3,61600
731,33833.3,69066.7
732,33150,68550
733,32250,59950
734,32050,68416.7
735,32666.7,68616.7
736,25866.7,65733.3
737,22916.7,65583.3
738,37500,70383.3
739,27600,63633.3
740,48216.7,67550
741,28250,64966.7
742,28000,55600
743,32733.3,59750
744,38383.3,60283.3
745,30916.7,65033.3
746,35050,66100
747,35200,62766.7
748,35966.7,62700
749,35700,64133.3
750,43250,65300
751,27483.3,65350
752,36266.7,62550
753,35583.3,63583.3
754,33783.3,66083.3
755,32133.3,65050
756,38400,68600
757,33116.7,66083.3
758,39566.7,66983.3
759,31683.3,65016.7
760,31683.3,65016.7
761,31416.7,63183.3
762,26616.7,65033.3
763,26216.7,65283.3
764,32350,67283.3
765,24883.3,64866.7
766,24883.3,64866.7
767,37633.3,70350
768,31916.7,61716.7
769,31916.7,61716.7
770,39450,65583.3
771,40700,71216.7
772,32583.3,61183.3
773,28466.7,64150
774,29633.3,64850
775,31716.7,66416.7
776,30816.7,63716.7
777,29233.3,61766.7
778,33816.7,64450
779,33816.7,64450
780,30983.3,65266.7
781,31750,66750
782,35650,66533.3
783,34466.7,58766.7
784,32733.3,61816.7
785,24016.7,64850
786,34433.3,59133.3
787,32033.3,66116.7
788,28833.3,56466.7
789,26516.7,66283.3
790,26516.7,66283.3
791,26516.7,66283.3
792,31283.3,65133.3
793,28866.7,58100
794,31083.3,62966.7
795,31083.3,62966.7
796,32750,66350
797,27583.3,65333.3
798,28683.3,63966.7
799,38100,62233.3
800,22400,63483.3
801,25066.7,65950
802,29250,62983.3
803,28600,62183.3
804,36850,63516.7
805,36850,63516.7
806,34716.7,59316.7
807,34883.3,57966.7
808,28616.7,63616.7
809,26200,65916.7
810,27416.7,63200
811,25500,63533.3
812,54533.3,67200
813,31566.7,64016.7
814,22300,64683.3
815,24600,67450
816,34033.3,60166.7
817,30666.7,69416.7
818,23083.3,66583.3
819,30666.7,69416.7
820,26466.7,53900
821,31800,59950
822,22150,63733.3
823,28133.3,62700
824,27533.3,65066.7
825,22150,63733.3
826,29250,60183.3
827,36666.7,64350
828,36850,63516.7
829,35966.7,62700
830,34716.7,59316.7
831,28400,63983.3
832,28050,63316.7
833,28050,63316.7
834,27650,64416.7
835,26633.3,65416.7
836,29066.7,65700
837,25066.7,65533.3
838,26466.7,65950
839,32283.3,63366.7
840,28400,63983.3
841,23133.3,65433.3
842,22400,66416.7
843,27033.3,62716.7
844,28366.7,65483.3
845,28066.7,67566.7
846,31133.3,63900
847,26616.7,64600
848,35366.7,62250
849,35350,62233.3
850,22216.7,66150
851,32666.7,60800
852,26700,65133.3
853,26700,65116.7
854,28900,58233.3
855,32183.3,65216.7
856,32733.3,65300
857,29133.3,67416.7
858,23566.7,65366.7
859,32250,64683.3
860,34425.8,58596.7
861,23133.3,65433.3
862,26516.7,65250
863,32700,63450
864,22400,66416.7
865,29050,68100
866,33316.7,60316.7
867,31050,64516.7
868,36950,63300
869,31866.7,60483.3
870,32516.7,69016.7
871,28600,66533.3
872,27483.3,64866.7
873,24166.7,65483.3
874,27483.3,64866.7
875,34183.3,61533.3
876,34183.3,61533.3
877,39066.7,62583.3
878,40500,66766.7
879,23750,62150
880,23750,62150
881,25350,58300
882,40200,64200
883,36133.3,64933.3
884,36133.3,64933.3
885,36800,60183.3
886,24800,60466.7
887,34783.3,58400
888,42400,66950
889,31216.7,66316.7
890,34683.3,58466.7
891,47650,66050
892,36266.7,65500
893,29466.7,65650
894,35416.7,62450
895,35383.3,62416.7
896,31383.3,63966.7
897,28716.7,65766.7
898,46933.3,67450
899,32633.3,64283.3
900,37366.7,59766.7
901,43483.3,70800
902,27333.3,67566.7
903,34366.7,59933.3
904,24433.3,65950
905,30616.7,66516.7
906,31616.7,65166.7
907,26583.3,64833.3
908,28666.7,59866.7
909,22533.3,63816.7
910,34183.3,62550
911,28250,56116.7
912,37600,70350
913,27416.7,64816.7
914,28400,65116.7
915,28400,65100
916,31450,68616.7
917,30733.3,65133.3
918,34700,58516.7
919,51050,71766.7
920,26600,65300
921,29483.3,56983.3
922,32816.7,64750
923,36350,60016.7
924,36350,60016.7
925,31350,64566.7
926,31333.3,64600
927,37316.7,59150
928,32250,63983.3
929,48316.7,70966.7
930,48316.7,70966.7
931,33966.7,60583.3
932,27966.7,68183.3
933,29416.7,67833.3
934,29100,68716.7
935,28866.7,67950
936,22900,65933.3
937,29416.7,67833.3
938,28866.7,67950
939,28066.7,68166.7
940,31466.9,69422.2
941,31466.9,69422.2
942,27966.7,68183.3
943,27333.3,68366.7
944,38200,58733.3
945,30516.7,66533.3
946,30700,66200
947,29716.7,66850
948,45816.7,67450
949,33466.7,66633.3
950,45816.7,67450
951,32533.3,58333.3
952,32316.7,66733.3
953,32233.3,65583.3
954,29483.3,63633.3
955,32400,65550
956,27883.3,57733.3
957,28350,64733.3
958,26733.3,64833.3
959,25533.3,65566.7
960,31116.7,63583.3
961,29716.7,66850
962,29716.7,66850
963,27566.7,66850
964,31250,65183.3
965,42233.3,68283.3
966,32333.3,64716.7
967,31112.2,68641.7
968,31350,64966.7
969,32298.1,59139.4
970,31616.7,66416.7
971,29166.7,58700
972,27966.7,65866.7
973,26116.7,65283.3
974,22100,65733.3
975,26733.3,65266.7
976,26866.7,65683.3
977,26700,65283.3
978,26866.7,65683.3
979,26733.3,65266.7
980,30816.7,61750
981,30850,61600
982,27866.7,57800
983,30850,61600
984,22666.7,65116.7
985,27616.7,55633.3
986,28800,58383.3
987,34216.7,60316.7
988,28416.7,59300
989,27866.7,57800
990,24433.3,65833.3
991,28183.3,63616.7
992,27833.3,65200
993,27850,64066.7
994,29800,63100
995,29750,62966.7
996,25616.7,63283.3
997,27833.3,65200
998,25766.7,63750
999,28716.7,65616.7
1000,27833.3,65200
1001,28633.3,62600
1002,27133.3,64816.7
1003,28650,65600
1004,24966.7,58816.7
1005,24966.7,58816.7
1006,31800,59950
1007,28016.7,63750
1008,22633.3,63850
1009,22733.3,65600
1010,27200,63633.3
1011,34700,58533.3
1012,31450,65300
1013,23066.7,64816.7
1014,28300,58283.3
1015,26966.7,55266.7
1016,30766.7,64933.3
1017,23266.7,63633.3
1018,23266.7,64250
1019,33150,66300
1020,33133.3,66266.7
1021,33150,66300
1022,23416.7,66483.3
1023,31366.7,61516.7
1024,28583.3,65483.3
1025,28550,67066.7
1026,30516.7,64466.7
1027,30516.7,64466.7
1028,22166.7,65366.7
1029,22166.7,65366.7
1030,27733.3,64116.7
1031,23550,62600
1032,27233.3,62583.3
1033,35750,60850
1034,35750,63133.3
1035,29400,65233.3
1036,27066.7,64316.7
1037,28433.3,65016.7
1038,27933.3,63450
1039,29400,65233.3
1040,27916.7,65550
1041,30933.3,61566.7
1042,31116.7,65166.7
1043,29783.3,66616.7
1044,23150,62916.7
1045,27933.3,63450
1046,28050,65516.7
1047,29366.7,63466.7
1048,28050,65516.7
1049,28166.7,64100
1050,28466.7,65733.3
1051,34778.1,59688.9
1052,30300,63166.7
1053,27116.7,65216.7
1054,34500,59116.7
1055,33433.3,64833.3
1056,30533.3,61966.7
1057,40183.3,62616.7
1058,32050,60616.7
1059,33400,60550
1060,37983.3,61550
1061,39050,67533.3
1062,27533.3,62900
1063,38766.7,62250
1064,35533.3,63800
1065,34233.3,65416.7
1066,30933.3,61166.7
1067,30850,65016.7
1068,30850,64983.3
1069,27466.7,64766.7
1070,31733.3,59916.7
1071,32900,60683.3
1072,31550,69433.3
1073,32900,60683.3
1074,33600,67116.7
1075,23450,61466.7
1076,34300,59333.3
1077,30616.7,60916.7
1078,27083.3,65083.3
1079,33033.3,60750
1080,54350,68183.3
1081,54350,68183.3
1082,35200,59483.3
1083,34283.3,60883.3
1084,28283.3,64766.7
1085,27583.3,65133.3
1086,22300,65583.3
1087,29550,63450
1088,30766.7,66466.7
1089,22850,64450
1090,29366.7,58200
1091,45683.3,67500
1092,36850,58516.7
1093,32333.3,59366.7
1094,35016.7,67850
1095,32566.7,66266.7
1096,32066.7,64383.3
1097,35487.5,61591.7
1098,34600,58550
1099,35566.7,59166.7
1100,30583.3,63716.7
1101,28716.7,65833.3
1102,28716.7,65833.3
1103,30933.3,64083.3
1104,30933.3,64083.3
1105,27816.7,65866.7
1106,26650,64800
1107,46066.7,67633.3
1108,28166.7,64800
1109,34633.3,58466.7
1110,28383.3,65166.7
1111,27266.7,65350
1112,27433.3,64166.7
1113,30483.3,63966.7
1114,27650,64200
1115,24516.7,62050
1116,28700,64133.3
1117,28116.7,64216.7
1118,32250,62916.7
1119,30450,60433.3
1120,28100,64133.3
1121,23933.3,66633.3
1122,28266.7,66233.3
1123,25216.7,58333.3
1124,26283.3,64483.3
1125,26233.3,63933.3
1126,36950,60150
1127,43116.7,67333.3
1128,41150,65933.3
1129,44683.3,69633.3
1130,41600,65366.7
1131,37950,57766.7
1132,38150,61800
1133,40583.3,67800
1134,40583.3,67800
1135,36833.3,60216.7
1136,42750,66000
1137,29850,65800
1138,36950,60150
1139,23900,66866.7
1140,26700,65450
1141,28566.7,64616.7
1142,36616.7,59716.7
1143,28466.7,67133.3
1144,35500,60383.3
1145,38700,60016.7
1146,23916.7,66566.7
1147,36216.7,57733.3
1148,36216.7,57733.3
1149,26666.7,64200
1150,30633.3,65383.3
1151,34450,63550
1152,32607.5,60951.9
1153,27433.3,63700
1154,23983.3,66283.3
1155,28466.7,69116.7
1156,27750,63950
1157,39000,68416.7
1158,22916.7,63883.3
1159,23050,63950
1160,23300,65350
1161,26800,58966.7
1162,26800,58966.7
1163,23033.3,62100
1164,29766.7,62050
1165,34642.5,58618.1
1166,36833.3,57450
1167,25050,58383.3
1168,34866.7,60383.3
1169,31950,60133.3
1170,30916.7,61983.3
1171,27266.7,65550
1172,25283.3,66266.7
1173,25300,66250
1174,25666.7,58166.7
1175,53683.3,68116.7
1176,52166.7,68566.7
1177,53966.7,68250
1178,53883.3,67933.3
1179,53666.7,68466.7
1180,27366.7,65733.3
1181,28716.7,66366.7
1182,30150,63583.3
1183,25083.3,64316.7
1184,25433.3,64916.7
1185,31983.3,62050
1186,28466.7,67133.3
1187,22950,65833.3
1188,28133.3,64783.3
1189,34466.7,61666.7
1190,27533.3,64550
1191,28183.3,66233.3
1192,27566.7,67616.7
1193,27700,65650
1194,26616.7,65450
1195,26616.7,65450
1196,31766.7,60850
1197,31833.3,60366.7
1198,23433.3,64350
1199,31233.3,59216.7
1200,31233.3,65033.3
1201,32550,64250
1202,30350,64466.7
1203,27816.7,64166.7
1204,31616.7,61133.3
1205,30083.3,58766.7
1206,29000,65566.7
1207,27900,63433.3
1208,36900,62666.7
1209,31700,62483.3
1210,31700,62483.3
1211,31750,61833.3
1212,32900,60683.3
1213,54350,68183.3
1214,45600,69083.3
1215,34116.7,64733.3
1216,31066.7,61166.7
1217,30766.7,64100
1218,29150,67483.3
1219,33416.7,60616.7
1220,34033.3,61200
1221,34033.3,61200
1222,34666.7,58333.3
1223,35016.7,63700
1224,53433.3,68183.3
1225,28983.3,69183.3
1226,31583.3,61383.3
1227,31583.3,61383.3
1228,31416.7,64150
1229,28500,64150
1230,31766.7,60850
1231,30483.3,59016.7
1232,35016.7,58416.7
1233,34966.7,58366.7
1234,34733.3,60300
1235,31850,65433.3
1236,31716.7,61583.3
1237,31416.7,64150
1238,31066.7,64333.3
1239,28616.7,65516.7
1240,28233.3,64183.3
1241,27500,63483.3
1242,26966.7,65083.3
1243,26616.7,54133.3
1244,26016.7,63483.3
1245,33650,61450
1246,30200,61183.3
1247,31666.7,60766.7
1248,28550,56050
1249,39866.7,70083.3
1250,35683.3,61516.7
1251,32383.3,66716.7
1252,31416.7,60050
1253,35750,60850
1254,34600,58550
1255,26683.3,63533.3
1256,27133.3,55416.7
1257,36716.7,57583.3
1258,31266.7,67333.3
1259,31116.7,60883.3
1260,29283.3,66233.3
1261,29266.7,63933.3
1262,29183.3,65200
1263,28550,67650
1264,28516.7,65966.7
1265,27816.7,64166.7
1266,27483.3,64050
1267,27283.3,63116.7
1268,26216.7,63783.3
1269,26183.3,63766.7
1270,25633.3,54250
1271,24616.7,64066.7
1272,24250,62683.3
1273,22616.7,66200
1274,29416.7,58916.7
1275,31383.3,63416.7
1276,35566.7,59166.7
